frame,t_s,x_px,y_px,x_mm,y_mm,u_mm_s,v_mm_s,interpolado
0,0.03952,1199.5,207.5,234.072,40.492,31.9063,10.3753,1
0,0.03952,1215.5,207.5,237.194,40.492,30.0520,10.2595,1
0,0.03952,1231.5,207.5,240.316,40.492,29.0641,9.4534,1
0,0.03952,1247.5,207.5,243.438,40.492,26.8917,6.9939,0
0,0.03952,1263.5,207.5,246.561,40.492,22.7297,7.1113,0
0,0.03952,1279.5,207.5,249.683,40.492,22.1471,8.4716,1
0,0.03952,1295.5,207.5,252.805,40.492,24.7068,10.2980,0
0,0.03952,1311.5,207.5,255.927,40.492,18.7143,24.0146,0
0,0.03952,1327.5,207.5,259.050,40.492,17.6927,24.2291,0
0,0.03952,1343.5,207.5,262.172,40.492,18.4732,15.3435,1
0,0.03952,1359.5,207.5,265.294,40.492,14.7992,10.6299,1
0,0.03952,911.5,223.5,177.871,43.614,21.1182,-9.3099,1
0,0.03952,927.5,223.5,180.993,43.614,20.1789,-8.7138,0
0,0.03952,943.5,223.5,184.115,43.614,20.9224,-7.9215,0
0,0.03952,959.5,223.5,187.238,43.614,22.9180,-9.0831,0
0,0.03952,975.5,223.5,190.360,43.614,24.5276,-9.0576,1
0,0.03952,991.5,223.5,193.482,43.614,24.4805,-9.2476,1
0,0.03952,1007.5,223.5,196.604,43.614,28.5146,-3.9815,1
0,0.03952,1023.5,223.5,199.727,43.614,29.3702,-4.1104,1
0,0.03952,1039.5,223.5,202.849,43.614,26.8035,-3.7238,0
0,0.03952,1055.5,223.5,205.971,43.614,25.1532,-2.7063,0
0,0.03952,1071.5,223.5,209.093,43.614,28.1352,-3.1340,1
0,0.03952,1087.5,223.5,212.216,43.614,27.1412,-2.9914,1
0,0.03952,1103.5,223.5,215.338,43.614,31.9552,-2.5065,1
0,0.03952,1119.5,223.5,218.460,43.614,33.9178,-0.1586,1
0,0.03952,1135.5,223.5,221.583,43.614,32.5420,1.1482,1
0,0.03952,1151.5,223.5,224.705,43.614,30.5398,3.9630,1
0,0.03952,1167.5,223.5,227.827,43.614,29.8552,9.4121,1
0,0.03952,1183.5,223.5,230.949,43.614,31.5607,9.0155,1
0,0.03952,1199.5,223.5,234.072,43.614,31.9828,8.1182,1
0,0.03952,1215.5,223.5,237.194,43.614,31.4213,8.3658,1
0,0.03952,1231.5,223.5,240.316,43.614,29.4879,8.2413,1
0,0.03952,1247.5,223.5,243.438,43.614,27.1747,7.9896,1
0,0.03952,1263.5,223.5,246.561,43.614,27.4753,7.7281,1
0,0.03952,1279.5,223.5,249.683,43.614,32.0624,7.5673,0
0,0.03952,1295.5,223.5,252.805,43.614,26.5948,15.4359,1
0,0.03952,1311.5,223.5,255.927,43.614,27.7171,16.7353,0
0,0.03952,1327.5,223.5,259.050,43.614,26.2531,16.8011,0
0,0.03952,1343.5,223.5,262.172,43.614,9.5025,9.4309,0
0,0.03952,1359.5,223.5,265.294,43.614,16.2876,14.4320,1
0,0.03952,1375.5,223.5,268.416,43.614,20.0958,11.8290,0
0,0.03952,879.5,239.5,171.626,46.736,24.2446,-10.6173,1
0,0.03952,895.5,239.5,174.749,46.736,22.7249,-9.9431,1
0,0.03952,911.5,239.5,177.871,46.736,21.1182,-9.3099,1
0,0.03952,927.5,239.5,180.993,46.736,22.0574,-9.9059,0
0,0.03952,943.5,239.5,184.115,46.736,23.2712,-9.4571,0
0,0.03952,959.5,239.5,187.238,46.736,26.1371,-9.0321,0
0,0.03952,975.5,239.5,190.360,46.736,25.9960,-9.6021,1
0,0.03952,991.5,239.5,193.482,46.736,28.6980,-9.3110,1
0,0.03952,1007.5,239.5,196.604,46.736,30.8326,-6.1466,1
0,0.03952,1023.5,239.5,199.727,46.736,29.3702,-4.1104,1
0,0.03952,1039.5,239.5,202.849,46.736,31.9370,-4.4970,0
0,0.03952,1055.5,239.5,205.971,46.736,31.1172,-3.5617,0
0,0.03952,1071.5,239.5,209.093,46.736,28.1352,-3.1340,1
0,0.03952,1087.5,239.5,212.216,46.736,32.1703,-2.8612,1
0,0.03952,1103.5,239.5,215.338,46.736,36.7913,-2.1187,1
0,0.03952,1119.5,239.5,218.460,46.736,37.0289,-1.6410,1
0,0.03952,1135.5,239.5,221.583,46.736,37.0883,-1.5216,1
0,0.03952,1151.5,239.5,224.705,46.736,37.2665,-1.1634,1
0,0.03952,1167.5,239.5,227.827,46.736,34.2744,4.8785,1
0,0.03952,1183.5,239.5,230.949,46.736,32.7155,8.2788,1
0,0.03952,1199.5,239.5,234.072,46.736,32.4984,8.1565,1
0,0.03952,1215.5,239.5,237.194,46.736,31.9828,8.1182,0
0,0.03952,1231.5,239.5,240.316,46.736,30.8597,8.6135,0
0,0.03952,1247.5,239.5,243.438,46.736,28.2175,9.2397,0
0,0.03952,1263.5,239.5,246.561,46.736,29.6179,10.5436,1
0,0.03952,1279.5,239.5,249.683,46.736,28.1573,12.0333,1
0,0.03952,1295.5,239.5,252.805,46.736,28.0520,14.6294,1
0,0.03952,1311.5,239.5,255.927,46.736,29.7733,18.5640,0
0,0.03952,1327.5,239.5,259.050,46.736,26.9750,18.5686,0
0,0.03952,1343.5,239.5,262.172,46.736,17.6392,13.2976,0
0,0.03952,1359.5,239.5,265.294,46.736,17.9130,23.1707,0
0,0.03952,1375.5,239.5,268.416,46.736,18.8660,18.3939,1
0,0.03952,1391.5,239.5,271.539,46.736,17.4023,14.8756,1
0,0.03952,863.5,255.5,168.504,49.859,20.7001,-19.4424,1
0,0.03952,879.5,255.5,171.626,49.859,23.4811,-14.9072,1
0,0.03952,895.5,255.5,174.749,49.859,25.7644,-11.2915,1
0,0.03952,911.5,255.5,177.871,49.859,25.9382,-11.2096,1
0,0.03952,927.5,255.5,180.993,49.859,26.3443,-11.0335,1
0,0.03952,943.5,255.5,184.115,49.859,27.7063,-11.2209,0
0,0.03952,959.5,255.5,187.238,49.859,28.9328,-10.6911,0
0,0.03952,975.5,255.5,190.360,49.859,29.4810,-9.8803,1
0,0.03952,991.5,255.5,193.482,49.859,31.6719,-9.3561,1
0,0.03952,1007.5,255.5,196.604,49.859,31.8136,-8.6590,1
0,0.03952,1023.5,255.5,199.727,49.859,31.9370,-4.4970,1
0,0.03952,1039.5,255.5,202.849,49.859,31.5271,-4.0293,1
0,0.03952,1055.5,255.5,205.971,49.859,31.5271,-4.0293,1
0,0.03952,1071.5,255.5,209.093,49.859,31.1172,-3.5617,1
0,0.03952,1087.5,255.5,212.216,49.859,36.5537,-2.5964,1
0,0.03952,1103.5,255.5,215.338,49.859,36.9101,-1.8799,1
0,0.03952,1119.5,255.5,218.460,49.859,36.9101,-1.8799,1
0,0.03952,1135.5,255.5,221.583,49.859,37.2665,-1.1634,1
0,0.03952,1151.5,255.5,224.705,49.859,37.2660,0.6507,1
0,0.03952,1167.5,255.5,227.827,49.859,36.5945,2.1971,1
0,0.03952,1183.5,255.5,230.949,49.859,34.6623,5.7589,1
0,0.03952,1199.5,255.5,234.072,49.859,33.6651,8.5616,1
0,0.03952,1215.5,255.5,237.194,49.859,33.0139,8.1948,0
0,0.03952,1231.5,255.5,240.316,49.859,32.5011,10.2038,0
0,0.03952,1247.5,255.5,243.438,49.859,30.4080,10.8891,0
0,0.03952,1263.5,255.5,246.561,49.859,28.9125,12.6755,1
0,0.03952,1279.5,255.5,249.683,49.859,27.7836,14.4784,0
0,0.03952,1295.5,255.5,252.805,49.859,24.6260,14.0543,0
0,0.03952,1311.5,255.5,255.927,49.859,26.3499,16.3771,0
0,0.03952,1327.5,255.5,259.050,49.859,30.6576,20.3284,0
0,0.03952,1343.5,255.5,262.172,49.859,23.0901,19.6714,0
0,0.03952,1359.5,255.5,265.294,49.859,22.1203,20.4632,0
0,0.03952,1375.5,255.5,268.416,49.859,15.3348,18.1127,0
0,0.03952,1391.5,255.5,271.539,49.859,16.5218,18.0970,1
0,0.03952,1407.5,255.5,274.661,49.859,16.7762,14.6850,0
0,0.03952,1423.5,255.5,277.783,49.859,14.9029,12.4618,0
0,0.03952,847.5,271.5,165.382,52.981,20.1789,-19.3888,1
0,0.03952,863.5,271.5,168.504,52.981,20.8738,-19.4603,1
0,0.03952,879.5,271.5,171.626,52.981,21.0475,-19.4782,1
0,0.03952,895.5,271.5,174.749,52.981,26.9952,-14.3629,1
0,0.03952,911.5,271.5,177.871,52.981,30.2369,-13.3550,1
0,0.03952,927.5,271.5,180.993,52.981,29.8190,-12.5132,0
0,0.03952,943.5,271.5,184.115,52.981,28.8677,-12.0703,0
0,0.03952,959.5,271.5,187.238,52.981,28.9913,-10.9663,0
0,0.03952,975.5,271.5,190.360,52.981,31.5302,-10.0532,0
0,0.03952,991.5,271.5,193.482,52.981,31.8136,-8.6590,0
0,0.03952,1007.5,271.5,196.604,52.981,34.0272,-8.9515,1
0,0.03952,1023.5,271.5,199.727,52.981,37.0156,-8.1527,1
0,0.03952,1039.5,271.5,202.849,52.981,37.6983,-7.6605,1
0,0.03952,1055.5,271.5,205.971,52.981,37.9516,-7.1103,1
0,0.03952,1071.5,271.5,209.093,52.981,39.0637,-6.6761,1
0,0.03952,1087.5,271.5,212.216,52.981,37.8210,-2.6092,1
0,0.03952,1103.5,271.5,215.338,52.981,36.5537,-2.5964,0
0,0.03952,1119.5,271.5,218.460,52.981,37.2665,-1.1634,0
0,0.03952,1135.5,271.5,221.583,52.981,37.9521,0.0964,1
0,0.03952,1151.5,271.5,224.705,52.981,37.3544,1.5579,1
0,0.03952,1167.5,271.5,227.827,52.981,36.4908,2.1118,1
0,0.03952,1183.5,271.5,230.949,52.981,35.9382,2.9218,1
0,0.03952,1199.5,271.5,234.072,52.981,34.7188,7.0427,1
0,0.03952,1215.5,271.5,237.194,52.981,35.9986,9.3719,0
0,0.03952,1231.5,271.5,240.316,52.981,35.1245,11.0647,0
0,0.03952,1247.5,271.5,243.438,52.981,32.6779,10.7192,1
0,0.03952,1263.5,271.5,246.561,52.981,28.4489,14.6935,1
0,0.03952,1279.5,271.5,249.683,52.981,29.2408,16.0950,0
0,0.03952,1295.5,271.5,252.805,52.981,25.7564,15.5263,0
0,0.03952,1311.5,271.5,255.927,52.981,27.1494,17.7191,0
0,0.03952,1327.5,271.5,259.050,52.981,22.5237,18.7587,0
0,0.03952,1343.5,271.5,262.172,52.981,23.5137,20.4309,0
0,0.03952,1359.5,271.5,265.294,52.981,22.7001,22.1464,0
0,0.03952,1375.5,271.5,268.416,52.981,15.3863,19.8531,0
0,0.03952,1391.5,271.5,271.539,52.981,17.4159,21.0346,1
0,0.03952,1407.5,271.5,274.661,52.981,18.5900,19.7373,0
0,0.03952,1423.5,271.5,277.783,52.981,16.2595,16.6671,0
0,0.03952,831.5,287.5,162.260,56.103,19.4840,-19.3172,1
0,0.03952,847.5,287.5,165.382,56.103,20.5263,-19.4246,1
0,0.03952,863.5,287.5,168.504,56.103,20.5263,-19.4246,1
0,0.03952,879.5,287.5,171.626,56.103,21.5686,-19.5319,1
0,0.03952,895.5,287.5,174.749,56.103,26.9300,-16.2838,1
0,0.03952,911.5,287.5,177.871,56.103,30.2369,-13.3550,1
0,0.03952,927.5,287.5,180.993,56.103,30.6548,-14.1968,0
0,0.03952,943.5,287.5,184.115,56.103,31.9825,-13.2716,0
0,0.03952,959.5,287.5,187.238,56.103,29.2802,-10.9830,0
0,0.03952,975.5,287.5,190.360,56.103,32.6391,-11.0492,0
0,0.03952,991.5,287.5,193.482,56.103,33.0765,-9.4346,0
0,0.03952,1007.5,287.5,196.604,56.103,35.2345,-8.9751,1
0,0.03952,1023.5,287.5,199.727,56.103,37.1916,-8.7609,0
0,0.03952,1039.5,287.5,202.849,56.103,36.8395,-7.5444,0
0,0.03952,1055.5,287.5,205.971,56.103,39.0637,-6.6761,0
0,0.03952,1071.5,287.5,209.093,56.103,40.2878,-6.8673,1
0,0.03952,1087.5,287.5,212.216,56.103,39.0332,-2.3802,1
0,0.03952,1103.5,287.5,215.338,56.103,39.0883,-2.6220,0
0,0.03952,1119.5,287.5,218.460,56.103,39.2116,-0.8426,0
0,0.03952,1135.5,287.5,221.583,56.103,37.7347,1.8996,0
0,0.03952,1151.5,287.5,224.705,56.103,37.5958,0.4919,0
0,0.03952,1167.5,287.5,227.827,56.103,36.7327,2.2822,0
0,0.03952,1183.5,287.5,230.949,56.103,35.1438,3.5614,0
0,0.03952,1199.5,287.5,234.072,56.103,35.2128,7.3754,1
0,0.03952,1215.5,287.5,237.194,56.103,33.8735,11.4762,1
0,0.03952,1231.5,287.5,240.316,56.103,33.7739,12.2084,1
0,0.03952,1247.5,287.5,243.438,56.103,33.2095,13.2894,1
0,0.03952,1263.5,287.5,246.561,56.103,28.9205,16.6338,1
0,0.03952,1279.5,287.5,249.683,56.103,26.3633,17.3117,0
0,0.03952,1295.5,287.5,252.805,56.103,24.8054,18.1742,0
0,0.03952,1311.5,287.5,255.927,56.103,25.6583,18.9348,1
0,0.03952,1327.5,287.5,259.050,56.103,25.5033,20.0775,1
0,0.03952,1343.5,287.5,262.172,56.103,22.2143,19.5611,1
0,0.03952,1359.5,287.5,265.294,56.103,19.7547,18.2916,0
0,0.03952,1375.5,287.5,268.416,56.103,18.8935,31.1134,0
0,0.03952,1391.5,287.5,271.539,56.103,18.1307,22.9806,1
0,0.03952,1407.5,287.5,274.661,56.103,19.5145,22.7063,0
0,0.03952,1423.5,287.5,277.783,56.103,12.0183,17.1078,0
0,0.03952,1439.5,287.5,280.905,56.103,10.0639,14.3738,0
0,0.03952,831.5,303.5,162.260,59.225,20.1377,-20.8500,1
0,0.03952,847.5,303.5,165.382,59.225,19.4840,-19.3172,0
0,0.03952,863.5,303.5,168.504,59.225,21.5686,-19.5319,0
0,0.03952,879.5,303.5,171.626,59.225,21.9528,-20.9804,1
0,0.03952,895.5,303.5,174.749,59.225,25.2732,-17.8089,1
0,0.03952,911.5,303.5,177.871,59.225,30.6548,-14.1968,1
0,0.03952,927.5,303.5,180.993,59.225,28.9596,-14.8925,1
0,0.03952,943.5,303.5,184.115,59.225,27.0184,-15.0477,0
0,0.03952,959.5,303.5,187.238,59.225,27.6682,-14.0275,0
0,0.03952,975.5,303.5,190.360,59.225,31.5668,-13.3515,0
0,0.03952,991.5,303.5,193.482,59.225,31.7384,-11.4460,1
0,0.03952,1007.5,303.5,196.604,59.225,36.3590,-9.6311,1
0,0.03952,1023.5,303.5,199.727,59.225,38.8562,-9.0458,0
0,0.03952,1039.5,303.5,202.849,59.225,37.1882,-7.4875,0
0,0.03952,1055.5,303.5,205.971,59.225,41.5120,-7.0585,0
0,0.03952,1071.5,303.5,209.093,59.225,41.1079,-6.5123,1
0,0.03952,1087.5,303.5,212.216,59.225,40.9612,-3.3658,1
0,0.03952,1103.5,303.5,215.338,59.225,41.4577,-1.9223,0
0,0.03952,1119.5,303.5,218.460,59.225,44.2126,-0.2829,0
0,0.03952,1135.5,303.5,221.583,59.225,40.4258,1.1574,0
0,0.03952,1151.5,303.5,224.705,59.225,39.3342,0.9876,0
0,0.03952,1167.5,303.5,227.827,59.225,37.6921,2.8244,0
0,0.03952,1183.5,303.5,230.949,59.225,36.4664,4.7665,0
0,0.03952,1199.5,303.5,234.072,59.225,35.6578,8.0254,1
0,0.03952,1215.5,303.5,237.194,59.225,33.2423,11.8018,0
0,0.03952,1231.5,303.5,240.316,59.225,31.1285,13.6663,0
0,0.03952,1247.5,303.5,243.438,59.225,33.3755,15.1373,0
0,0.03952,1263.5,303.5,246.561,59.225,30.7429,17.3542,1
0,0.03952,1279.5,303.5,249.683,59.225,26.7022,17.9911,0
0,0.03952,1295.5,303.5,252.805,59.225,25.0437,18.8864,0
0,0.03952,1311.5,303.5,255.927,59.225,28.3594,21.6776,0
0,0.03952,1327.5,303.5,259.050,59.225,25.9704,21.8015,0
0,0.03952,1343.5,303.5,262.172,59.225,23.0565,20.3110,1
0,0.03952,1359.5,303.5,265.294,59.225,18.8233,15.9375,0
0,0.03952,1375.5,303.5,268.416,59.225,18.0850,22.4538,1
0,0.03952,1391.5,303.5,271.539,59.225,17.4316,24.3873,1
0,0.03952,1407.5,303.5,274.661,59.225,18.2690,21.4929,0
0,0.03952,1423.5,303.5,277.783,59.225,13.0955,20.8119,1
0,0.03952,1439.5,303.5,280.905,59.225,10.3791,14.7988,0
0,0.03952,1455.5,303.5,284.028,59.225,13.3971,23.7581,0
0,0.03952,815.5,319.5,159.137,62.348,20.3556,-21.3609,1
0,0.03952,831.5,319.5,162.260,62.348,20.1377,-20.8500,1
0,0.03952,847.5,319.5,165.382,62.348,20.7914,-22.3828,0
0,0.03952,863.5,319.5,168.504,62.348,22.3369,-22.4289,0
0,0.03952,879.5,319.5,171.626,62.348,21.9528,-20.9804,1
0,0.03952,895.5,319.5,174.749,62.348,23.1331,-21.0576,1
0,0.03952,911.5,319.5,177.871,62.348,25.7903,-18.4670,1
0,0.03952,927.5,319.5,180.993,62.348,26.3531,-16.9036,1
0,0.03952,943.5,319.5,184.115,62.348,26.1825,-17.0540,0
0,0.03952,959.5,319.5,187.238,62.348,27.1065,-14.9915,0
0,0.03952,975.5,319.5,190.360,62.348,29.1567,-13.4302,0
0,0.03952,991.5,319.5,193.482,62.348,30.9712,-12.7125,1
0,0.03952,1007.5,319.5,196.604,62.348,32.2530,-9.9644,0
0,0.03952,1023.5,319.5,199.727,62.348,40.4178,-10.9497,0
0,0.03952,1039.5,319.5,202.849,62.348,42.8171,-9.7619,0
0,0.03952,1055.5,319.5,205.971,62.348,44.1159,-8.5583,0
0,0.03952,1071.5,319.5,209.093,62.348,39.4260,-6.4805,0
0,0.03952,1087.5,319.5,212.216,62.348,41.4219,-3.7883,0
0,0.03952,1103.5,319.5,215.338,62.348,43.4122,-2.0160,0
0,0.03952,1119.5,319.5,218.460,62.348,46.2205,-0.1252,0
0,0.03952,1135.5,319.5,221.583,62.348,42.3957,1.4380,0
0,0.03952,1151.5,319.5,224.705,62.348,40.4116,1.7843,0
0,0.03952,1167.5,319.5,227.827,62.348,37.9822,3.6146,0
0,0.03952,1183.5,319.5,230.949,62.348,38.3695,5.8438,0
0,0.03952,1199.5,319.5,234.072,62.348,37.0520,9.9538,1
0,0.03952,1215.5,319.5,237.194,62.348,35.0670,14.1537,0
0,0.03952,1231.5,319.5,240.316,62.348,31.4240,15.4884,0
0,0.03952,1247.5,319.5,243.438,62.348,33.7428,17.0968,0
0,0.03952,1263.5,319.5,246.561,62.348,32.4971,17.6277,0
0,0.03952,1279.5,319.5,249.683,62.348,31.7763,18.9606,0
0,0.03952,1295.5,319.5,252.805,62.348,29.9501,19.7552,0
0,0.03952,1311.5,319.5,255.927,62.348,28.7625,22.6631,0
0,0.03952,1327.5,319.5,259.050,62.348,27.1374,23.9102,0
0,0.03952,1343.5,319.5,262.172,62.348,23.5969,21.6142,0
0,0.03952,1359.5,319.5,265.294,62.348,20.8166,20.8170,1
0,0.03952,1375.5,319.5,268.416,62.348,16.9710,22.3944,0
0,0.03952,1391.5,319.5,271.539,62.348,15.9825,24.5320,0
0,0.03952,1407.5,319.5,274.661,62.348,14.9591,24.0848,0
0,0.03952,1423.5,319.5,277.783,62.348,13.2013,22.4125,1
0,0.03952,1439.5,319.5,280.905,62.348,6.4649,31.1186,0
0,0.03952,1455.5,319.5,284.028,62.348,14.1436,25.1562,0
0,0.03952,1471.5,319.5,287.150,62.348,15.0772,21.0802,0
0,0.03952,799.5,335.5,156.015,65.470,17.2077,-25.4689,1
0,0.03952,815.5,335.5,159.137,65.470,18.9569,-23.5529,1
0,0.03952,831.5,335.5,162.260,65.470,20.7914,-22.3828,1
0,0.03952,847.5,335.5,165.382,65.470,21.5642,-22.4058,1
0,0.03952,863.5,335.5,168.504,65.470,21.1834,-22.8796,1
0,0.03952,879.5,335.5,171.626,65.470,21.4846,-23.2107,1
0,0.03952,895.5,335.5,174.749,65.470,21.0585,-23.6016,1
0,0.03952,911.5,335.5,177.871,65.470,21.6951,-23.3759,1
0,0.03952,927.5,335.5,180.993,65.470,26.0204,-17.8316,1
0,0.03952,943.5,335.5,184.115,65.470,25.8583,-18.6091,0
0,0.03952,959.5,335.5,187.238,65.470,27.5968,-17.4945,0
0,0.03952,975.5,335.5,190.360,65.470,27.8696,-14.5335,0
0,0.03952,991.5,335.5,193.482,65.470,30.8222,-12.5527,1
0,0.03952,1007.5,335.5,196.604,65.470,34.0097,-12.2827,0
0,0.03952,1023.5,335.5,199.727,65.470,42.0423,-12.4271,0
0,0.03952,1039.5,335.5,202.849,65.470,42.3483,-10.4243,1
0,0.03952,1055.5,335.5,205.971,65.470,42.2077,-8.1311,1
0,0.03952,1071.5,335.5,209.093,65.470,42.4719,-7.7237,0
0,0.03952,1087.5,335.5,212.216,65.470,44.8035,-4.5941,0
0,0.03952,1103.5,335.5,215.338,65.470,44.0264,-1.8264,0
0,0.03952,1119.5,335.5,218.460,65.470,45.8937,0.8904,0
0,0.03952,1135.5,335.5,221.583,65.470,45.1153,1.6547,0
0,0.03952,1151.5,335.5,224.705,65.470,44.3133,3.5696,0
0,0.03952,1167.5,335.5,227.827,65.470,41.0951,5.7324,0
0,0.03952,1183.5,335.5,230.949,65.470,41.6865,7.8919,0
0,0.03952,1199.5,335.5,234.072,65.470,39.0910,11.7667,1
0,0.03952,1215.5,335.5,237.194,65.470,37.4800,15.2649,0
0,0.03952,1231.5,335.5,240.316,65.470,33.4388,16.5807,0
0,0.03952,1247.5,335.5,243.438,65.470,35.0719,18.0629,0
0,0.03952,1263.5,335.5,246.561,65.470,33.4449,18.6112,0
0,0.03952,1279.5,335.5,249.683,65.470,32.4155,19.8544,0
0,0.03952,1295.5,335.5,252.805,65.470,30.2518,21.1066,0
0,0.03952,1311.5,335.5,255.927,65.470,29.0281,24.1294,0
0,0.03952,1327.5,335.5,259.050,65.470,27.6220,25.3911,0
0,0.03952,1343.5,335.5,262.172,65.470,23.8751,23.3221,0
0,0.03952,1359.5,335.5,265.294,65.470,21.4810,22.4436,1
0,0.03952,1375.5,335.5,268.416,65.470,16.0442,21.9761,1
